rating,title,description,job_title
3.0,Easy to move up with the company ,"Not the best but not the worse place to work, good benefits and it’s easy to move up within the company. They have a real strict attendance policy. You get 3 breaks. Hr does not do their job half of the time. Management is VERY POOR! ",Process Assistant
2.0,Good for pay not much else.,Pay was acceptable but work atmosphere was not. Hand loading trailers that turned into ovens in the summer and freezers in the winter. Barriers on production lines to separate workers caused injuries and slowed down processing witch you get written up for. Management and supervisors more worried about their bonus for your work than they are for your advancement. Only aware of advancement if you are tight friends with upper management.,Dock worker
2.0,Not a fun plsce to work.,Not the best place to work however if you dint care about packing boxes all day or something else boring go for. That isn't to say that is terrible however the management is what I'd the worst part no one seems to really help.,Warehouse Associate
1.0,Only thing good about the job is the pay and that’s iffy too.,"Very strict. No freedom. 12 hour shift: Two 30 minutes breaks and One 15 minute one. 10 hour shifts: 2 30 minute breaks. Management is unorganized and not understanding. Overall the warehouse is unorganized. You get UPT , PTO, Vacation Time, &amp; Paid Bereavement, that’s it. Variety of benefits &amp; 401k. Pay is decent. ",Amazon Warehouse Associate
1.0,Na ,Company is good to work for if you love hard labor. The breaks seem to go by quick and if they are short handed prepare to stay longer than expected to be ,Warehouse Worker
5.0,Amazon is what YOU make it,"Amazon expects 40 hours a week. Understand this &amp; you’ll succeed. Be okay with being a number. Come in, do your job, get paid &amp; go home. That’s HOW you succeed at Amazon.",FC Associate I
5.0,Great benefits,"Great co-workers best benefits ever, the work is sometimes fast paced but manageable. Four days on three days off. I love it. From my personal experience dealing with the managers has been very positive, that being said, i can't speak for anyone else's experience.",Warehouse Associate
4.0,Decent place to work,"The work here wasn't very hard and the way was decent enough to stay for a while. I don't think it's good enough for a long-term career, however. The people were nice.",Warehouse Worker
1.0,Horrible ,Horrible. Bad management unhealthy work and work environment. The pay is not worth it but there are good benefits. Definitely would not recommend as a long term job,Warehouse Associate
2.0,Horrible,Too much work too little time not enough pay not enough sunlight in my day. Worked my as off for a year straight and got a 50 cent raise. Delivered 250+ packages a day.,Driver
4.0,"Good money, a job not a career","I worked night shift so it;s tough to get acclimated with the schedule. The pay is good especially on night shift, but it is a very bureaucratic company. ",Picker
3.0,The place is unorganized &amp; can easily be more productive if certain things were to be changed,They Expect a lot but won’t factor in why certain tasks are not completed in time . The Management is a poor excuse. They will constantly put you in the freezer.,Amazon Fresh Associate
1.0,Do not recommend ,Horribly managed managers have no sense of what they should be doing. Everyone gives you a different answer to a question. No advancement opportunities. They will tell you that they're training you to move up and hire someone from outside behind your back.,Pit Operator
3.0,strong mental requirements ,"Amazon was an okay job, the money was worth it but when it got to prime week or the holiday it was h e l l working 60hrs a week and some of the mama cement there treat you like animals but if you find the right people you’ll survive ",Warehouse Worker
4.0,Good work life balance with decent pay. ,Great place to work if your only challenge is to simply show up. The pay and work/life balance is better than most jobs out there that only require a high school diploma. ,FC Associate I
3.0,Get ready to work!!,"Considering the pay, it's not a terrible job. If I had no other choices, I would come to work at Amazon, they take just about anyone. This is a job that will make you work. Your life will be wake up, work, go to sleep, wake up and do it all over again. No more free time. Managers either don't care how well you do, or will hate on you if you don't work up to their standards. Don't expect to make friends here, the only friend you'll make is the scanner you'll have in your hand for 10 hrs of your day...",Stower
3.0,It had benefits and ok pay,"If you are a warehouse associate the work can be demanding and because some of the roles are so repetitive it can definitely lead to injury. It can be very very monotonous. But on the other hand it can be easy to walk in the door and have work to do especially if you haven’t built other skills yet. The pay is ok depending on the cost of living where you are, and it was nice to have benefits and paid time off. ",FC Associate I
2.0,Zombie lifestyle ,"I thought working here would be okay, the pay seemed nice so I was like eh why not. I’ve been here for three weeks and I think about quitting about 5 times a shift. Yeah I get paid a lot I guess and I have a three day weekend but for the 10 hour shift on my feet and the small breaks with a fast past you must maintain …no it’s not worth it. I feel so lifeless here. I feel like I’m working for the bigger man and getting scrapes. A baby with a set of working hands could work here. It’s literally the same thing over and over again for 10 hours … a shift I didn’t even ask for ! And the breaks …… r so short it takes half of my break to get TO MY BREAK. You can’t call off without missing points u can’t have a family emergency without missing work…. U can’t do nothing here without getting the boot or points leading to the boot. I hate it here so much. They truly and utterly act like they care about you but they don’t. They’re all good actors because they make you believe that they care but really they only care about the numbers you bring in. ",Inbound Stower
5.0,Productive workplace,It was very hard work and you got to come to work to work because you’ll work fast and precise have to be good at listening and instructed. Find a good routine for yourself stay focused and you can advance if you’d like to.,Amazon Warehouse Associate
4.0,Productive ,"Company is ok to work for make sure you watch your production rate. Also pay close attention to your attendance, aka if you go into the negative you will be fired. High turn over rate.",Fulfillment Associate
3.0,It's ok if you're a college student living at home,"I will start by saying Amazon is an easy place to get hired to depending on the position you apply for. I applied for the sort center role and got the job almost as soon as I applied. I love the coworkers I have met and have/had and overall is consistent when it comes to the kind of work we do. They have process assistants who do the most, and everyone works together just to get the packages out to be delivered to the customers. Also, the starting pay is $15 with it possibly going up to $16 if you work for a year there and maintain your part time",Sort Center Associate
5.0,"Productive , consistent ","I enjoyed working for amazon , it was good oay and good benefits. They just need a better way to communicate with HR department instead of having to drive there to speak to them!",Packer
2.0,Manager only care for numbers,Bad . They only care for numbers and won’t care if you get hurt on the job much. Show favoritism and will not listen to concerns you have on your work.,Stocker
3.0,Ew,"Awful pay, great time off. Bonuses were late often or completely taken. Moving up was nearly impossible, but moving dept to dept was easy. Pay was awful if I didn’t already say that. ",Customer Service Representative
1.0,"Good coworkers, terrible everything else.","The work itself at Amazon is perfectly fine. It's a bit labor intensive and sometimes it's a bit overwhelming, but it's not that bad. The real issue is with Amazon's digital side. The app and their support systems are not that good. They took away an entire day's hours with on UPT from me, ON MY FIRST DAY, and their support team is impossible to communicate with. I asked multiple times if I would get my hours back and they never gave me a clear response. All of this stuff has made me infinitely more stressed out than the actual job itself.",Warehouse Associate
2.0,Not much for work and people are terrible ,A company that worry on rates Instead of people they don't pay you enough to deal with them and too much work and hurts your body a lot and makes you so tired and makes you stressed ,werehouse worker
2.0,Review,"This is just a review of what I feel about when it comes to working for Amazon. It seems great at first, but then you’re thrown into different departments that you want no part of.",Picker
4.0,"Great company, lousy job",To be a Customer Service Representative takes a certain mindset. I don't have it. This is no fault of Amazon. The company and the people were fantastic. I just really didn't like the job itself.,Virtual Customer Service Representative
5.0,Fun,Fun energetic place to Work weekly play so that comes in handy. I was a packer and I enjoyed myself. Good vacation and sick time good personal time off,Amazon Warehouse Associate
1.0,get treated as slaves,terrible company. Doesnt care about employees only production. terrible safetycrew. very slow response. Managers are very unfriendly and have no warehouse experence whatsoever,Packer
1.0,It’s terrible,"All the rumors are true, the job is terrible and management is even worse! No bathroom breaks and 2 breaks (30min &amp; 15 min) throughout an entire shift. ",Warehouse Associate
4.0,"Good money, a job not a career","I worked night shift so it;s tough to get acclimated with the schedule. The pay is good especially on night shift, but it is a very bureaucratic company. ",Picker
2.0,Horrible hr,Constantly got points when wasn’t late than reached out to hr they never fixed it. Also work comp there is a joke. Mangers don’t give you respect either.,Warehouse Associate
5.0,Great job,"I worked at DSE2 in Georgetown, Washington and it was my favorite job out of the 3 I've worked so far. The station was pretty cool and everyone was friendly, almost like a family. The only reason I'm not there anymore is that the station shut down (workers were transferred to a different, new station) and I moved to a different state.",Warehouse Associate
1.0,what a dump,"take the job for what it was meant to be.  a stepping stone for someone unsure of how to progress in life.  mainly a young person's job.  older people do not have the stamina or the endurance to keep up with the rate expectations.  everything is graded on a rate.  you have a weekly rate, a daily rate, quarterly rates through the day broken down by break times, and then finally your hourly rate.  judged in units per hour of items you process.  they call it teamwork but really you're fighting against your coworkers every day for fear of getting a write up for not working fast enough.  that is the game they play.  constantly cycling through batches of people, weeding out those who consistently fall towards the bottom of their peers.  for years I would be left having to explain my performance to my managers.  even down to why I was 1 or 2 minutes LATE from my break time.  you want to know what micro managing feels like?  please do apply now.",Warehouse Associate/Inventory Specialist
4.0,It’s a great company but the people they hire as managers is what tends to be the problem ,I overall enjoyed working for the company but ended up getting new managers too frequently and many of them were people who never worked for Amazon so they had no idea how to work things. The new managers would also over work a lot of people not realizing how heavy the work was ,Problem Solver
4.0,Amazon isnt a bad place to work,"Been with the company two years and growing. As long as you come to work and be productive, you have a job! Every 40 hours worked you gain vacation time that can ne used at your descretion. Paid holidays and extra $ working midnight shift premium. Raffles and prizes like tablets, headphones, and video games. Great add-on income.",Warehouse Associate
3.0,You get what you out into it,"Amazon has potential if you want to move up. Opportunity is there, or it's a temporary stop till you get the job you want. Become a problem solver or a PG. Your body will thank you",Problem Solver
4.0,"Good hours, easy work but very boring ","It’s nice to have a set schedule. You get lots of days to call off. They don’t expect much from you and it’s very calm. Most of the employees are really cool, management isn’t the best.",Sorter
3.0,Benefits,After 1 out of 2 days in training you are required to start without supervision. Going on break is complicated and you have to look everywhere to get someone to help you if you have questions. ,Prime Now Shopper
1.0,Not enough time for breaks,You will be micro-manged. No way to advance without sucking up to the mangers even if you are hard working. Pay is way too low for the about of labor you. It no wonder the turnover rate is so high.,Fulfillment Associate
3.0,It was okay ,It’s a lot of work and they don’t pay enough but it is a solid job and pays bills. Have been here for over a year now and hopefully I leave soon because they overwork,Warehouse Associate
2.0,Good time off system,"Do not work here if you wanna keep your sanity. You work in an assembly line as a number, not a person. Not people friendly. Got cut daily. No one really cares, you sign a book (so you can't sue them) you get a bandaid, back to work. One 30 min lunch, nothing else. You go in a line. Not fun. Do not work here.",Fulfillment Associate
4.0,it's aight,It's an okay job. Easy work but kind of tedious and boring. If you're packing it's mostly muscle memory after a while and you can just zone out all day.,Warehouse Associate
3.0,Productive  ,Very productive and clean place to work. The hours are long and work is hard but considered a job that is willing to pay. Just a lot of walking. You do not have the availability to change your work hours or days. ,Warehouse Worker
3.0,"They will fire you whenever they want, for any reason","Its a good place to stay and stack for a while but dont expect to stay long term. You mean absolutely nothing to management and the company, and are treated as such. Building gets very hot and humid. 10 hour days with limited breaks, little off time.",Associate
2.0,"Above average pay, but will work you into the ground for it","The overall culture leans toward emphasizing productivity over personal health and safety, despite all the propaganda stating otherwise. There are notable exceptions in the leadership,but if you cannot maintain Their expectations, you will eventually be replaced by someone who can. ",Amazon Fulfillment Associate
3.0,"Good for some quick money, but don't expect to make it a career.","Job in of itself was pretty simple and straightforward, and breaks and lunches were always started on time. However, the work gets repetitive very fast and will wear you down. The rates you are expected to hit are also very unrealistic, and for a company that is owned by the richest man in the world and is able to get packages to its customers in two days or even one day, the equipment and technology used to complete the work was very subpar and malfunctioned very easily, which brings your productivity numbers down through no fault of your own.  ",Sortation Associate (Delivery Station)
5.0,Ok place to work ,It was a good place to work properly trained but there were lots of wannabe supervisors and team leaders. Lack of communication was a big problem. But overall the education reimbursement is a plus and there were many shifts you can choose from and also it’s easy to move up in the company.,Amazon Fulfillment Associate
1.0,Overworked and underpaid,"They expect us to be robots.  You get in trouble for squatting or kneeling down to catch breath or recollect yourself. You can’t even hunch over because someone will think you’re not working. You only get a 30 minute break for doing such strenuous work it flies by. I grab lunch, sit down, send a text and eat half my food and lunch is already over. We deserve an hour lunch. There are jobs where you sit all day and get an hour lunch. Warehouse workers need to be treated better than this. Amazon would be nothing without us. ",Warehouse Associate
3.0,oroduction motivated ,"its ok for a little bit, not a long term thing. the benefits are why its worth it at the end of the day.  their health insurance is amazing, peak season is the worst",Stower
5.0,Fun,Fun place to work. Easy to pick up extra shifts. Great benefits. Good hours. Management is very engaging and help to succeed. I enjoy working there a lot,Warehouse Worker
4.0,"Good money, a job not a career","I worked night shift so it;s tough to get acclimated with the schedule. The pay is good especially on night shift, but it is a very bureaucratic company. ",Picker
2.0,Exhausting,"These 10 hour shifts are brutal. If you get injured or due to pain you can’t work, they avoid you. If you want a rotating schedule, you have to bring a doctors note for accommodations and is not a guarantee they can “accommodate”. Decent pay but not worth the excessive workload.",Warehouse Associate
3.0,"Unless you're ""one of the boys"" you'll have a hard time advancing ","My department head was the reason I loved my job, they were very committed to the development and advancement of their employees. The majority of women in upper level management are not supportive of their employees and are only looking out for themselves. Amazon as a company is very concerned about looking like they support minorities, they aren't though, it's all for show. It doesn't matter how hard you work, advancement is all about knowing the right people. HR is the absolute worst, they treat everyone below them like helping is a total inconvenience to them and are very standoffish. Constantly looking to get employees fired or in trouble for the smallest violations. They are not there to help associates, they are damage control for Amazon. The starting wage for an L1 is only $1.50 less than the wage for an L3 with infinitely more responsibility and stress. ",Above associate
1.0,don’t do it!,The only good thing that comes from working in the warehouse is the pay! Everything else sucks ! they work you to death! there’s no ac/heat so the summer time is awfully hot and winter is super cold! Management sucks!,Sortation Associate
3.0,Productive ,"Really productive on your feet, stay moving, get a good workout and be able to talk with your peers if you need help. Ongoing fast pace environment.   ",Sorter
1.0,The pay was good. ,So many Slackers to be working with. You work hard but there were a lot of younger people who broke rules and did not work as hard. The Leads kept telling the hard workers to work harder while the Slackers do not care.  Which brings everyone's averages score down. ,Packer
4.0,It’s okay.,"It just depends on the leadership you get. One thing I’ve learned about Amazon, and this is probably true for all companies, but there are two different types of culture. There’s what the company says it is or wants to be, and then there’s what it real is. Amazon to me was about getting to root cause issues and solving them, and always pursuing continuous improvement. But, there were many times that real wasn’t happening, and if you’re the type of person who enjoys problem solving, it can be for you. It just depends on your leadership. Do they go for the long hard road of fixing an issue, or do they put a bandaid on it? Do they “Think Big” and not sacrifice long term goals for short term goals or...put a bandaid on it? ",Shift Assistant
1.0,They expect you to run every box and speed,"Work you hard to the ground. Want you to work 60 hours a week cant request a day off. Have to pick up shifts that they just give you without asking. U cant stop to get food or use the restroom,no breaks for  11 hour shifts",Driver
3.0,Hiring process ,"Very easy to get hired.  Very physical work, high expectations.   You are mainly just a number and easily replaceable. If I needed a job in a hurry, I would apply again.",Picker
2.0,Slave labor ,No work life balance. Good job for kids fresh out of high school or college students. Not a job for a family person.(you will never see them) And you’ll have a new manager like every other week. ,Packer/Sorter/inbound-outbound ship dock
1.0,Okay pay. Set schedule. Not reliable ,It’s okay for a teenager but anything older than that can’t survive or pay rent with this job it was great to start off with this as a first job type of thing ,Stower
3.0,Management,Really hard to do the positions without proper training. They give you a 2hr training without explaining every requirement of that position. You see new people every day.,Warehouse Worker
3.0,It's what you'd expect with working at Amazon,"A typical day will keep you moving and busy throughout your shift. Depending on what part of the warehouse you are working in, it can get quite hectic, where the work demands a lot out of you. In most positions, your performance is tracked, so if you don't keep your numbers up you can expect to be let go.",Warehouse Associate
3.0,Micromanage you to desth,O was a temporary employee through an agency so there isn't much I can say. I helped them through Christmas and they let me go on Christmas eve. Expectations were high but rewards were not,Stower
5.0,Fun place to work ,Mangers are amazing and you can talk to them if you need to and the hours are great but 8 hours would be nicer i enough working with the people here they are pretty cool and nice ,Inbound Receiver
1.0,Join a Clique,"If you are not under 30, and in the clique, then you will not be promoted. Amazon talks big about learning from their associates. But bottom line is, they are a bunch of bureaucrats They have a problem for every solution. Wouldn't recommend getting a job there based off of what they say.",Associate
5.0,"Fast paced, fun environment with room for growth if you are a hard worker. ",I enjoyed working in the warehouse. The job was physically demanding but fast paced so not a lot of down time. Which I really liked. The hours were crazy for the holidays but I always looked forward to going to work.,Seasonal Warehouse Worker
4.0,It was decent,"Not to much hours and decent pay was enough to get my by my days there, it was just dealing with other employees that got to me, and the hr department was confusing as well",Wall builder/TDR/Trainer
4.0,Cool place,"Great place to get back into your feet! You have 4 days then 3 days off! Decent pay, fast and easy work! Easy setting to strive BUT very repetitive work.",Warehouse Associate
1.0,Do not work at amazon,"They treat you like a number and not as person, their hours are long and stressful, and it's constant pain. Hopefully their way of management improves in the future.",Outbound Package Handler
2.0,Don’t work here,Working for amazon is amazingly the worst thing i have ever done in my life. Will not be back it was a waste of my time. You have very short breaks always on your feet managers don’t care about how you’re feeling they don’t give enough off time to us everything is just wrong don’t do it,Fulfillment Associate
4.0,"Good money, a job not a career","I worked night shift so it;s tough to get acclimated with the schedule. The pay is good especially on night shift, but it is a very bureaucratic company. ",Picker
2.0,"Body aches, learn on your own. Long hours","When you start, they show you how to stow  and stage for one day, you will have to learn everything else on your own and ask alot of questions. They just put you anywhere. Your none stop moving from the time you start to the end of your shift. They don't want to see you standing around. You can't call out unless you got enough unpaid time off or if they offer vto. It's alot of work and it's tiring but everyone said I will get use to it. Everyone have to work on the freight and stage, then reset the bags. If you like none stop moving. This is for you. ",Delivery Warehouse Associate
1.0,Don’t work here ,They don’t value workers only view them ad objects. We were always missing things we need to complete task. The system would always have glitches in it. Proceed with caution ,Associate
3.0,Good pay but stressful ,The pay was nice but overall the job wasn’t worth the mental and physical till it takes on you.Operations didn’t do their jobs properly and there was very little organization causing stress on the workers and blame to always be thrown at the regular associates.,Amazon Warehouse Associate
3.0,Fast paced and unfair pay,Working at amazon can be fun at times but when it’s hot and you’re tiring out the pay just doesn’t seem fair. Management is pretty honest and helpful ,Warehouse Associate
3.0,very boring ,"it a very boring job, you do the same thing all the time for long hours and eventually, that gets to you, it kills any motivation or drives in a person to work in an environment like that. ",Dock Worker
2.0,Not worth it ,I was here for about 6 months since I needed a job and it was one of the worst experiences I’ve had. You break your back for little compensation and they literally hire to fire you. Managers power trip all the time ,Amazon Warehouse Associate
4.0,Dont expect to be paid $17/hr and not do your job,The problem with Amazon is that they hire anyone who passes the background and drug screening. Often times employees are not productive. This is a physical job for an extended period of time. Not willing to do the work? There will be consequences. Apparently the average American can't handle such a simple job. This is a warehouse: work is repetitive. ,Amazon Fulfillment Associate
3.0,Favoritism work place,"If you are looking for pay, advancement and work life balance don't work here. You have to be managers favorite to move up. If you want to get in to an indirect work or learn new roles to get to a PA position. You gonna have to kiss up. At Amazon it's not what you know, it's who you know.",Associate
1.0,This job is for robots,They try to work you as hard as possible like a robot an get upset when u get tired.. they constantly change the schedule an it’s if you can’t work it u basically can quit. Your only a production number. Amazon don’t care about there employees an the 10hrs shifts are brutal an back breaking. Why do you think they always hiring ,Warehouse Worker
3.0,Ok work,Work from home was ok. They like to shuffle you too new areas all the time which I didn't like. You get comfortable in your position and then bam they change it up and give you poor training for the new position. ,Customer Service Representative
1.0,Great benefits. Only good thing,"Company that believes in equal opportunity or advancement, can’t even live by their own principles. Leadership is a joke. I’ve worked my way from the bottom to an Manager position and even doing that I was hit with constant discrimination and doubt. All my leaders NEVER helped me. Only thing that keeps me working here is the benefits other then that it’s not worth your life - time - family. They will treat you like s**t no matter what building you go to. ",Manager
5.0,Great company to work for!,I worked for Amazon from November to March. I really enjoyed working there. I used to work from 11:30pm to 4:30am but would pick up a lot of extra shifts on their app. ,Packer
3.0,The people I work with,It pays the bills for now. It’s easy to learn new things and I definitely enjoy the people I work with. The hours are long and we’ve had a lot of mandatory overtime this year.,Problem Solver
2.0,Was Alright,"Was alright to work for. Nothing special. Got a paycheck. Job was easy and routine. Could pick your own schedule, dates and times. People were mostly nice and easy to work with.",Picker
1.0,Dont work for this company,"Wrote up for using the bathroom 2 times in a 12 hour shift. While people are always on their phones and nothing are said to them. Horror stories form plenty of people that have worked for this company,",Picker
3.0,Flexible but low hours ,"Amazon was a decent side job but the psy is low for flex drivers, and it's difficult to get the hours you want. Sometimes work is good, sometimes it's slow.",Independent Contractor
4.0,Okay Job,Lots of opportunities for OT. Job is repetitive and gets boring at times. Management has gotten better over the last few years. There are opportunities to become full time if you’re a seasonal employee as they are very short staffed due to the pandemic.,Warehouse Associate
4.0,Productive,"Amazon is a great company to work for , if you would like to go far in the company . It's a job &amp; every job has its days . Go to work do your job &amp; go home",Packer
3.0,It’s what you make it!,"Honestly, working here and actually enjoying it is a hit or miss. It truly is what you make of it. In order to move up, be noticed, or considered for an indirect role, it takes initiative. I’ve found that allowing yourself to make connections with others and laugh a bit really makes the long shifts go by quickly.",Fulfillment Associate
3.0,Numbers matter more than you do.,"You’re working for their numbers, not to advance yourself. It’ll take way too long to move to a good paying position if you haven’t been to school. And for the managers they hire right out of college have no work experience whatsoever and seems like they’ve never touched a box in their life.",Picker/Packer
4.0,"Good money, a job not a career","I worked night shift so it;s tough to get acclimated with the schedule. The pay is good especially on night shift, but it is a very bureaucratic company. ",Picker
3.0,Place to grow but you will burn in 3 years,"Great place to get yourself to develop as a leader. But Amazon will get every ounce of work they can get out of you. Work life balance is difficult, only the truly talented are able to figure out how to do that one. There are great opportunities for growth tho and pay is competitive when you come in externally. If you’re ready to grow, go for it. Just know you will be thrown into the ocean to learn to swim and learning the job like drinking from a firehouse. And the only thing constant with this company is change. Lastly, Amazon has two speeds: fast, faster. And that’s the speed you’re expected to be. ",Area Manager
3.0,Productive,"Good place to work and start off. Helps with your future endeavours. If you want to start elsewgere be mt guest, but for experience feel free. I recommend to work here as a start.",Food Service Worker
5.0,Excellent job ,The north Houston location is very unprofessional and they don’t care about customers packages beware! I do not recommend this job. Only seek this job if you need something that will pay you a lot and fast. Don’t expect any social life and kiss your family goodbye. If you aren’t feeling well may as well come to work because you will get penalized if you don’t.,Warehouse Associate
4.0,Customer centric atmosphere with a diverse set of opportunities,"Amazon upholds high standards for all aspects of their business through focusing on their people, the customer. Inviting environment with many fields ",Area Manager II
2.0,Awful,"It’s always a grind. If the managers see you slacking, they will make sure to write you up. Honestly, not worth it for the pay. Plenty of other jobs out there that pay more and require less. ",Fulfillment Associate
3.0,safe place,long time to get your full benefit one year to be able to go for career choice and take a step ,Stower
1.0,Nothing but a body,"You dont get a full personal feel, the managers don't communicate well. Also the machines shut down.... often and you're not allowed to sit and wait it out. They also don't accept doctors notes unless you have covid or cancer. So that being said, its a job for those who don't need personal interaction and can be on your feet for 10 hours.",Fulfillment Associate
1.0,Mas humanitarios,"Deberían ser más humanitarios y apoyar más a sus empleados con situaciones aunque no sean en el área laboral. Somos seres humanos, no robots. Muchos pasamos por ansiedad, depresión, pérdidas de seres queridos o enfermedades inesperadas. Deberían tomar más serio el tema de la salud mental del empleado. Yo perdí mi trabajo y ese mismo día me quería suicidar por que no entendía el por que de mi despido. Desde entonces no soy igual.",Amazon Fulfillment Associate
1.0,Idle People and favoritism,People in charge favor people whom they are familiar with and they are allowed all the advancements or perks..:Amazon is operated by highly emotional people. ,Material Handler
2.0,Your drive and motivation is abused ,"Please shy away from this company. I put my heart into  extremely cost effective projects and get nothing in return. If you have a family your work life balance means nothing to them, your here to serve, and that’s all you are to them. ",Amazon Area Manager
5.0,Fun workplace ,It’s a good company to work for and they’re always looking for workers. Fun environment and great managers. It’s pretty easy and you can make a lot of friends ,Fulfillment Center Associate
3.0,you are just a number,Doesn't matter who you are you are just a number to the company. The company seems to be all automatic in any responses to you emails.  No one seems to know what's going on daily.,Warehouse Associate
5.0,Excellent work ethics ,"Loved the job, because of the Pandemic  and everything going on ...Ready and willing to work,safe environment, great worker and willing to go the extra mile to get the job...",Warehouse Associate
1.0,Don't get injury here ,They think all employees are replaceable. It took three years nearly for them to finally pay for my work injury. Terrible place thank only cars about the people with money already and who they know.,Amazon Fulfillment Associate
4.0,Flexible Schedule,Part time 4 hours everyday but if you want to 8 hrs you can whenever it's busy. Rotating assignment everyday. You will be train in every department. Physical job but tolerable if you're physically fit.,Fulfillment Associate
3.0,Can't complain,"Decent work and pay, long hours, always overtime. Decent people to work with but seasonal gets overwhelming... job security. Looking to move up in the business but I am satisfied where I'm at for now. ",Employee
3.0,A hard warehouse job,"You will be standing a lot, you will be pressured to work harder a lot, and you will have no energy by the end of your shift. When you're working you'll ask yourself if the $15+ is worth it. When you're laying down with your foot sore you'll ask yourself if those hours working there is draining your life expectancy. All I got to say is that it's a tiring job compared to other warehouse jobs. Some facilities might have AC some don't.",AFE Packer
1.0,Bad place to work,"Pay is eh and they overwork you, extreme turnover means constant retraining and lack of productivity from newbies. Promises of promotion like learning ambassador and PA that you will work hard for and they will ultimately hire from outside. Toxic culture",Amazon Warehouse Associate
5.0,Productive place to work,"Is a good job,  you stay busy and you know what you need to do. It's a clean and organized environment.  You are on your own with your tasks once you've lend them.  You walk a lot,  so this job can improve your health. ",Picker/ sorter
4.0,Great place to work but be prepared to work ,"The job isn't bad the pay should be more due to toll it takes on body. Management is cool, some make job a little difficult cause they don't see whole picture on how their decisions affect the other end of the building. Example dock will run the line faster to keep their numbers up even though line that's picking and stowing these products are over loaded and can't pick up these huge boxed items at the rate they're flowing causing our number to fail cause we have to rerun everything we missed in order not to miss anything else and mess-up our numbers even more other than that amazon isn't bad.",Amazon Warehouse Associate
4.0,"Good money, a job not a career","I worked night shift so it;s tough to get acclimated with the schedule. The pay is good especially on night shift, but it is a very bureaucratic company. ",Picker
3.0,Disappointed,While pay was decent management had no regard to personal and employment opportunities and was overly picky about small things. Was willing to fire you at a drop of a hat.,Amazon Warehouse Associate
4.0,Flexible hours,"Company isn't bad per se. Pay is a livable wage. Job is really easy, just repetitive. You get written up for the smallest thing. Work hours were 1am to 11:30 am Tuesday to Thursday so not bad at all. ",Packer/Picker
2.0,Good pay and benefits but no life,"Not for me , 12 hour shifts 4 days a week sometimes mandatory days it wasn’t for me . I did it for 5 years and finally left . If you need health benefits definitely work for Amazon ",Amazon Fulfillment Associate
4.0,Ok place to work,"You get benifits day one, pay is ok, maybe fair at best could be better, I see it going up in the future perhaps. Management is not the best you have to kinda just be ok with that at Amazon. But other than that have met great people and have talked to people from all different types of backgrounds from realtors to accountants using this as employment while things are slow.",Packer/Shipper
3.0,problem solver ,"It was fun work, much better than repeatedly stacking boxes.  It was an interesting job that kept me engaged over the long nights, troubleshooting and fixing shipment errors but it did eventually become repetitive and the pay still wasn’t great. ",Problem Solver
1.0,Run far away from this company you deserve better,Been working at Amazon for about a year. It's ran by a bunch of people straight out of school with a degree and not much management experience. Their interview process is a complete joke and is solely based on a five star interview process they have came up with and previous job experiences with multiple years experience mean absolutely nothing. Interviews are conducted with management of the building that are in close contact with the employees around them. So they know who they are gonna hire for the job before the interviews which doesn't make it a fair an equal opportunity. It also doesn't pay to go above and beyond at this company because I have seen the people who slack get the job advancements before the hard workers that are the backbone of the company. Which is why I am leaving IMMEDIATELY!!!!! AMAZON YOU ARE A COMPLETE JOKE TO SOCIETY!!!!!,Outbound Dock Worker
3.0,the job itself isn’t too hard but gets tiring after a while. ,It’s nice to have a set schedule I but can be draining feeling like a robot all day doing the same thing over and over again. So many people get hired and break rooms get over packed. ,Warehouse Associate
3.0,Culture is amazing and I love the extra bonuses they give out if you work fast…,"Ok so we got bonuses if we scanned and did tasks quickly but the managers were strict with the time schedule, we work mandatory 11 hour days 4 days. A week, and we have to work sometimes for 12 hours in a day, also there’s no chairs to sit on or rest at. ",Fulfillment Associate
4.0,Great benefits for part time employees] ,Great part time job until covid hit and I had to try to take leave to home school my daughter. I was denied leave. Told to notify weekly and then was fired without explanation. ,Sortation Associate
5.0,Only getting to  work 3 months then getting let go because of seasonal work which was suppose to last 6,I only worked for this company for 3 months. Let go because of seasonal work. I would have loved to continue to work for Amazon. I think that if I were given more time I could have got my quality up. After we moved to the floor after training I  wasn't given much help . I think it was because the management  already knew they were letting  most of us new people go by February. This was February 2020. Right after this tha pandemic happened. ,Seasonal Customer Service Representative
1.0,Not treated as a person,Super hot. Very little a/c. Time spent walking across HUGE facility counts as break time. Never allowed to sit. Bathrooms are sparse and not supposed to be used during work time. Shift start times changed often with only 1 day notice. Not allowed to carry cell phones. Employees treated like thieves. SIGNON BONUSES NEVER PAID TO ANYONE.,Associate Quality Check (Counter)
3.0,Tough workload ,You have to be ready to be on your feet and move a lot of packages. I believe it is a great job for young people. I hated seeing way too many elderly woman working there. ,Safety Worker
4.0,Productive and fun place to work,Even if it is a hard working place it is fun. The managers are nice and helpful. They have to reinforced the security to have less people injured. They did a great job during COVID-19 to get all employees tested on site.,Position: FC Associate Picker/ Counter
4.0,Amazon ,"Very lively, upbeat and super chill. Dress code was very lax just look presentable. The job wasn’t challenging, good for beginners or students. Good place to work. ",Call center 
